ID1,keyword,"grammar, context",An example of how this word is used:,French,French translation/meaning of the English example
9551,suits,pl,"""suits"" is the plural of:  suit","costumes, tailleurs",
9556,summers,pl,"""summers"" is the plural of:  summer",étés,
9565,sunnier,co,"""sunnier"" is the comparative of :  sunny",plus ensoleillé/e/s,
9566,sunniest,su,"""sunniest"" is the superlative of:  sunny",le/la/les plus ensoleillé/e/s,
9569,sunrooms,pl,"""sunrooms"" is the plural of:  sunroom","serres, vérandas",
9581,supermarkets,pl,"""supermarkets"" is the plural of:  supermarket",supermarchés,
9583,supervisors,pl,"""supervisors"" is the plural of:  supervisor",responsables,
9585,suppers,pl,"""suppers"" is the plural of:  supper","dîners, soupers",
9594,supporters,pl,"""supporters"" is the plural of:  supporter","sympathisants, sympathisantes, partisans, partisanes",
9612,surfaced,si,"""surfaced"" is the past tense of:  surface",,
9614,surgeons,pl,"""surgeons"" is the plural of:  surgeon",chirurgiens,
9622,surprises,pl,"""surprises"" is the plural of:  surprise",surprises,
9631,survived,si,"""survived"" is the past tense of:  survive",survécu,
9640,sustained,si,"""sustained"" is the past tense of:  sustain",,
9643,swallowed,si,"""swallowed"" is the past tense of:  swallow",avalé,
9644,swam,si,"""swam"" is the past tense of:  swim",nagé,
9656,sweaters,pl,"""sweaters"" is the plural of:  sweater",pulls,
9663,sweeter,co,"""sweeter"" is the comparative of :  sweet","plus doux, douce/s",
9664,sweetest,su,"""sweetest"" is the superlative of:  sweet","le/la/les plus doux, douce/s",
9666,swept,si,"""swept"" is the past tense of:  sweep",balayé,
9673,swimming pools,pl,"""swimming pools"" is the plural of:  swimming pool",piscines,
9681,swore,si,"""swore"" is the past tense of:  swear",juré,
9683,symphonies,pl,"""symphonies"" is the plural of:  symphony",symphonies,
9693,systems,pl,"""systems"" is the plural of:  system",systèmes,
9698,tables,pl,"""tables"" is the plural of:  table",tables,
9702,tags,pl,"""tags"" is the plural of:  tag",étiquettes,
9747,talked,si,"""talked"" is the past tense of:  talk",,
9752,taller,co,"""taller"" is the comparative of :  tall","plus grand/e/s, haut/e/s",
9753,tallest,su,"""tallest"" is the superlative of:  tall","le/la/les plus grand/e/s, haut/e/s",
9756,tangled,si,"""tangled"" is the past tense of:  tangle",,
9757,tangled,adjective,The fishing line is tangled. It's like spaghetti!,,
9759,tanks,pl,"""tanks"" is the plural of:  tank","réservoirs, aquariums",
9766,tarnished,si,"""tarnished"" is the past tense of:  tarnish",terni,
9769,tarts,pl,"""tarts"" is the plural of:  tart","tartes, tartelettes, prostituées",
9773,tasted,si,"""tasted"" is the past tense of:  taste",,
9776,taught,si,"""taught"" is the past tense of:  teach",enseigné,
9780,taxed,si,"""taxed"" is the past tense of:  tax","taxé, imposé",
9781,taxes,pl,"""taxes"" is the plural of:  tax","taxes, impôts",
9783,taxis,pl,"""taxis"" is the plural of:  taxi",taxis,
9787,teachers,pl,"""teachers"" is the plural of:  teacher",professeurs,
9789,teams,pl,"""teams"" is the plural of:  team",équipes,
9793,tear (verb),verb,Don't tear it!  Cut it with scissors.,Ne le/la déchire pas ! Coupe-le/la avec des ciseaux.,
9797,teas,pl,"""teas"" is the plural of:  tea",thés,
9799,technicians,pl,"""technicians"" is the plural of:  technician","techniciens, techniciennes",
9805,tee-shirts,pl,"""tee-shirts"" is the plural of:  tee-shirt",tee-shirts,
9808,teenagers,pl,"""teenagers"" is the plural of:  teenager","adolescents, adolescentes, jeunes",
9810,teeth,pl,"""teeth"" is the plural of:  tooth",dents,
9814,telephones,pl,"""telephones"" is the plural of:  telephone",téléphones,
9826,tellers,pl,"""tellers"" is the plural of:  teller","caissiers, caissières",
9830,temperatures,pl,"""temperatures"" is the plural of:  temperature",températures,
9836,tempted,si,"""tempted"" is the past tense of:  tempt",tenté,
9860,tested,si,"""tested"" is the past tense of:  test","évalué, interrogé",
9861,tests,pl,"""tests"" is the plural of:  test","épreuves, contrôles",
9864,texts,pl,"""texts"" is the plural of:  text",textes,
9877,thanked,si,"""thanked"" is the past tense of:  thank",remercié,
9891,the most,su,"""the most"" is the superlative of:  more",le/la/les plus,
9907,theories,pl,"""theories"" is the plural of:  theory",théories,
9920,theses,pl,"""theses"" is the plural of:  thesis","thèses, mémoires",
9927,thicker,co,"""thicker"" is the comparative of :  thick", plus épais/épaisses,
9928,thickest,su,"""thickest"" is the superlative of:  thick","le/la/les plus épais, épaisse/s",
9930,thieves,pl,"""thieves"" is the plural of:  thief","voleurs, voleuses",
9938,things,pl,"""things"" is the plural of:  thing",choses,
9946,thinned,si,"""thinned"" is the past tense of:  thin",,
9947,thinner,co,"""thinner"" is the comparative of : thin"," plus fin/e/s, maigre/s",
9948,thinnest,su,"""thinnest"" is the superlative of:  thin","le/la/les plus fin/e/s, maigre/s",
9951,thirstier,co,"""thirstier"" is the comparative of :  thirsty",plus assoiffé/e/s,
9952,thirstiest,su,"""thirstiest"" is the superlative of:  thirsty",le/la/les plus assoiffé/e/s,
9955,thirteenth (13th),"adjective, number",Does this lift stop on the thirteenth floor?,,Cet ascenseur s'arrête-t-il au treizième étage ?
9957,thirtieth (30th),"adjective, number",I've scheduled a meeting for April 30th.,,J'ai prévu une réunion le 30 avril.
9967,thought,si,"""thought"" is the past tense of:  think","pensé, réfléchi",
9973,thought over,si,"""thought over"" is the past tense of:  think over",réfléchi à,
9976,thoughts,pl,"""thoughts"" is the plural of:  thought",pensées,
9984,thread,"noun, sewing",There's a hole in my sock.  Do you have a needle and thread?,,Il y a un trou dans ma chaussette. As-tu une aiguille et du fil ?
9988,threw,si,"""threw"" is the past tense of:  throw","lancé, jeté",
9989,threw away,si,"""threw away"" is the past tense of:  throw away","jeté, gaspillé",
9990,threw out,si,"""threw out"" is the past tense of:  throw out","renvoyé, expulsé",
9991,thriftier,co,"""thriftier"" is the comparative of :  thrifty",plus économes,
9992,thriftiest,su,"""thriftiest"" is the superlative of:  thrifty",le/la/les plus économes,
10010,thrown,"verb, pp.","""thrown"" is the past participle of the verb ""to throw""","lancé, jeté",
10016,thundershowers,pl,"""thundershowers"" is the plural of:  thundershower",orages,
10021,tick-tocks,pl,"""tick-tocks"" is the plural of:  tick-tock",tic-tac,
10024,tickets,pl,"""tickets"" is the plural of:  ticket","tickets, billets",
10027,tides,pl,"""tides"" is the plural of:  tide",marées,
10028,tidier,co,"""tidier"" is the comparative of :  tidy","plus rangé/e/s, soigné/e/s",
10029,tidiest,su,"""tidiest"" is the superlative of:  tidy","le /la/les plus rangé/e/s, soigné/e/s",
10034,tied,si,"""tied"" is the past tense of:  tie","attaché, noué",
10038,tighter,co,"""tighter"" is the comparative of :  tight","plus serré/e/s, étroit/e/s",
10039,tightest,su,"""tightest"" is the superlative of:  tight","le/la/les plus serré/e/s, étroit/e/s",
10060,times,pl,"""times"" is the plural of:  time","époques, fois",
10062,timetables,pl,"""timetables"" is the plural of:  timetable",emplois du temps,
10066,tinier,co,"""tinier"" is the comparative of :  tiny","plus petit/s, petite/s",
10067,tiniest,su,"""tiniest"" is the superlative of:  tiny",le/la/les plus petit/e/s,
10073,tips,pl,"""tips"" is the plural of:  tip","pointes, extrêmités, conseils",
10079,tired,si,"""tired"" is the past tense of: tire","fatigué, lassé",
10080,tired out,si,"""tired out"" is the past tense of:  tire out","épuisé, éreinté",
10099,told,si,"""told"" is the past tense of:  tell","dit, raconté",
10114,tones,pl,"""tones"" is the plural of:  tone","tons, tonalités",
10122,took,si,"""took"" is the past tense of:  take",pris,
10125,took after,si,"""took after"" is the past tense of:   take after",tenu de,
10126,took along,si,"""took along"" is the past tense of:   take along","emporté, emmené",
10127,took apart,si,"""took apart"" is the past tense of:   take apart",démonté,
10128,took care of,si,"""took care of"" is the past tense of:  take care of","pris soin de, s'être occupé de",
10129,took down,si,"""took down"" is the past tense of:   take down","enlevé, démonté",
10130,took off,si,"""took off"" is the past tense of:   take off",décollé,
10131,took on,si,"""took on"" is the past tense of:   take on",,
10132,took out,si,"""took out"" is the past tense of:   take out","enlevé, retiré",
10133,took over,si,"""took over"" is the past tense of:   take over",remplacé,
10134,took part,si,"""took part"" is the past tense of:   take part",participé,
10135,took place,si,"""took place"" is the past tense of:   take place",avoire eu lieu,
10136,took up,si,"""took up"" is the past tense of:   take up",,
10138,tools,pl,"""tools"" is the plural of:  tool",outils,
10144,tore down,si,"""tore down"" is the past tense of:  tear down",,
10145,tore off,si,"""tore off"" is the past tense of:  tear off",,
10151,totals,pl,"""totals"" is the plural of:  total",totaux,
10153,totem poles,pl,"""totem poles"" is the plural of:  totem pole",totems,
10158,touched,si,"""touched"" is the past tense of:  touch",,
10161,tougher,co,"""tougher"" is the comparative of :  tough","plus dur/e/s, difficile/s",
10163,toughest,su,"""toughest"" is the superlative of:  tough","le/la/les plus dur/e/s, difficile/s",
10168,tourists,pl,"""tourists"" is the plural of:  tourist",touristes,
10170,tournaments,pl,"""tournaments"" is the plural of:  tournament","tournois, compétitions",
10171,tours,pl,"""tours"" is the plural of:  tour","circuits, visites, excursions",
10172,tow,verb,The tugboat tugged the ship to harbor.,,
10174,tow trucks,pl,"""tow trucks"" is the plural of:  tow truck",dépanneuses,
10177,towels,pl,"""towels"" is the plural of:  towel",serviettes (de bain),
10178,tower,"noun, architecture","Do you know the story of the ""Tower of Babel?"" And what about the Eiffel Tower? Or the Tower of London? And the CN Tower?",,Connaissez-vous l'histoire de la tour de Babel ? Et celle de la tour Eiffel ? Ou encore celle de la tour de Londres? Et celle de la tour CN ? 
10180,towns,pl,"""towns"" is the plural of:  town",villes,
10186,trading partners,pl,"""trading partners"" is the plural of:  trading partner",partenaires commerciaux,
10190,traffic,pl,"""traffic"" is the plural of:  traffic","circulation, embouteillages",
10193,trails,pl,"""trails"" is the plural of:  trail","chemins, trainées, traces",
10199,trains,pl,"""trains"" is the plural of:  train",trains,
10207,transplants,pl,"""transplants"" is the plural of:  transplant","transplantations, greffes",
10212,trapped,si,"""trapped"" is the past tense of:  trap",,
10227,trends,pl,"""trends"" is the plural of:  trend","tendances, modes",
10229,trials,pl,"""trials"" is the plural of:  trial",procès,
10233,tribunes,pl,"""tribunes"" is the plural of:  tribune",tribunes,
10236,trickier,co,"""trickier"" is the comparative of :  tricky","plus délicat/e/s, épineux/épineuses/s",
10237,trickiest,su,"""trickiest"" is the superlative of:  tricky","le/la/les plus délicat/e/s, épineux/épineuses/s",
10238,tricks,pl,"""tricks"" is the plural of:  trick","tours, farces",
10240,tried on,si,"""tried on"" is the past tense of:  try on",,
10241,tried out,si,"""tried out"" is the past tense of:  try out",,
10242,tries,pl,"""tries"" is the plural of:  try",essais,
10248,triples,pl,"""triples"" is the plural of:  triple",,
10249,trips,pl,"""trips"" is the plural of:  trip","voyages, excursions",
10259,troubled,si,"""troubled"" is the past tense of:  trouble","soucieux, soucieuse, inquiet, inquiète",
10260,troubles,pl,"""troubles"" is the plural of:  trouble","problèmes, ennuis",
10266,trucks,pl,"""trucks"" is the plural of:  truck",camions,
10273,trusted,si,"""trusted"" is the past tense of:  trust","fidèle, de confiance",
10317,turnarounds,pl,"""turnarounds"" is the plural of:  turnaround","revirements, redressements",
10318,turned away,si,"""turned away"" is the past tense of:  turn away",,
10319,turned down,si,"""turned down"" is the past tense of:  turn down",,
10320,turned in,si,"""turned in"" is the past tense of:  turn in",,
10321,turned off,si,"""turned off"" is the past tense of:  turn off",,
10322,turned on,si,"""turned on"" is the past tense of:  turn on",,
10323,turned up,si,"""turned up"" is the past tense of:  turn up",,
10325,turns,pl,"""turns"" is the plural of:  turn","tours, virages",
10327,turnstiles,pl,"""turnstiles"" is the plural of:  turnstile",tourniquets,
10342,typed,si,"""typed"" is the past tense of:  type",,
10343,types,pl,"""types"" is the plural of:  type",,
10348,uglier,co,"""uglier"" is the comparative of :  ugly","plus laid/e/s, moche/s",
10349,ugliest,su,"""ugliest"" is the superlative of:  ugly","le/la/les plus laid/e/s, moche/s",
10369,unchained,si,"""unchained"" is the past tense of:  unchain",,
10372,uncles,pl,"""uncles"" is the plural of:  uncle",oncles,
10391,undercurrents,pl,"""undercurrents"" is the plural of:  undercurrent",courants profonds,
10393,underestimated,si,"""underestimated"" is the past tense of:  underestimate",sous-estimé,
10414,undertones,pl,"""undertones"" is the plural of:  undertone",nuances,
10421,undressed,si,"""undressed"" is the past tense of:  undress","déshabillé, nu",
10423,unearthed,si,"""unearthed"" is the past tense of:  unearth",,
10437,unfastened,si,"""unfastened"" is the past tense of:  unfasten","défait, ouvert, desserré",
10454,unions,pl,"""unions"" is the plural of:  union","syndicats, unions",
10463,universities,pl,"""universities"" is the plural of:  university",universités,
10481,unplugged,si,"""unplugged"" is the past tense of:  unplug",débranché,
10505,unwrapped,si,"""unwrapped"" is the past tense of:  unwrap",,
10507,unzipped  unzip,si,"""unzipped"" is the past tense of:  unzip","défait, décompressé",
10522,updates,pl,"""updates"" is the plural of:  update","mises à jour, nouvelles",
10524,upgraded,si,"""upgraded"" is the past tense of:  upgrade","amélioré, mis à jour",
10529,uproars,pl,"""uproars"" is the plural of:  uproar",tumultes,
10531,uprooted,si,"""uprooted"" is the past tense of:  uproot",,
10539,upswings,pl,"""upswings"" is the plural of:  upswing","éclaircies, améliorations",
10546,urges,pl,"""urges"" is the plural of:  urge","envies, désirs",
10549,usages,pl,"""usages"" is the plural of:  usage","usages, coutumes",
10555,used,si,"""used"" is the past tense of:  use","utilisé, employé",
10561,uses,pl,"""uses"" is the plural of:  use","emplois, utilisations",
10566,utility closets,pl,"""utility closets"" is the plural of:  utility closet","buanderies, réserves",
10568,utilized,si,"""utilized"" is the past tense of:  utilize","utilisé, exploité",
10571,vacancies,pl,"""vacancies"" is the plural of:  vacancy","postes à pourvoir, chambres libres",
10576,vacationed,si,"""vacationed"" is the past tense of:  vacation",,
10580,vaccinations,pl,"""vaccinations"" is the plural of:  vaccination",vaccinations,
10583,vacuumed,si,"""vacuumed"" is the past tense of:  vacuum","aspiré, passé à l'aspirateur",
10589,valleys,pl,"""valleys"" is the plural of:  valley",vallées,
10593,values,pl,"""values"" is the plural of:  value",valeurs,
10595,valves,pl,"""valves"" is the plural of:  valve","valves, pistons",
10602,vanished,si,"""vanished"" is the past tense of:  vanish","disparu, volatilisé",
10605,vaporized,si,"""vaporized"" is the past tense of:  vaporize",vaporisé,
10606,vapors,pl,"""vapors"" is the plural of:  vapor","vapeurs, fumées",
10607,varieties,pl,"""varieties"" is the plural of:  variety",variétés,
10613,vegetables,pl,"""vegetables"" is the plural of:  vegetable",légumes,
10623,versions,pl,"""versions"" is the plural of:  version",versions,
10633,vetoed,si,"""vetoed"" is the past tense of:  veto",refusé (par un veto),
10639,victims,pl,"""victims"" is the plural of:  victim",victimes,
10649,viewed,si,"""viewed"" is the past tense of:  view","considéré, envisagé",
10651,viewers,pl,"""viewers"" is the plural of:  viewer","spectateurs, spectatrices",
10653,viewpoints,pl,"""viewpoints"" is the plural of:  viewpoint","opinions, points de vue",
10654,views,pl,"""views"" is the plural of:  view",vues,
10667,violins,pl,"""violins"" is the plural of:  violin",violons,
10674,visited,si,"""visited"" is the past tense of:  visit",visité,
10675,visits,pl,"""visits"" is the plural of:  visit",visites,
10684,voices,pl,"""voices"" is the plural of:  voice",voix,
10691,volunteered,si,"""volunteered"" is the past tense of:  volunteer",,
10695,voted,si,"""voted"" is the past tense of: vote",voté,
10705,wages,pl,"""wages"" is the plural of:  wage",salaires,
10716,waited,si,"""waited"" is the past tense of:  wait","attendu, servi",
10717,waited for,si,"""waited for"" is the past tense of:  wait for",attendu,
10718,waited on,si,"""waited on"" is the past tense of:  wait on",servi ,
10726,walked,si,"""walked"" is the past tense of:  walk","parcouru, marché",
10727,walked in,si,"""walked in"" is the past tense of:  walk in",entré,
10728,walked off,si,"""walked off"" is the past tense of:  walk off","parti, filé",
10729,walked out,si,"""walked out"" is the past tense of:  walk out","sorti, parti",
10735,wallets,pl,"""wallets"" is the plural of:  wallet",portefeuilles,
10745,wanted,si,"""wanted"" is the past tense of:  want","voulu, souhaité",
10748,warehouses,pl,"""warehouses"" is the plural of:  warehouse",entrepôts,
10753,warmed,si,"""warmed"" is the past tense of:  warm","chauffé, réchauffé",
10754,warmer,co,"""warmer"" is the comparative of :  warm","plus chaud/s, chaud/e/s",
10755,warmest,su,"""warmest"" is the superlative of:  warm",le/la/les plus chaud/e/s,
10759,warnings,pl,"""warnings"" is the plural of:  warning",avertissements,
10767,washed,si,"""washed"" is the past tense of:  wash",,
10780,wasted,si,"""wasted"" is the past tense of:  waste",,
10788,watched,si,"""watched"" is the past tense of:  watch",,
10796,watered,si,"""watered"" is the past tense of:  water",,
10808,ways,pl,"""ways"" is the plural of:  way","chemins , directions",
10813,weaker,co,"""weaker"" is the comparative of :  weak",,
10815,weakest,su,"""weakest"" is the superlative of:  weak",le/la/les plus faibles,
10817,weaknesses,pl,"""weaknesses"" is the plural of:  weakness",faiblesses,
10819,wealthier,co,"""wealthier"" is the comparative of :  wealthy"," plus riche/s, fortuné/e/s",
10820,wealthiest,su,"""wealthiest"" is the superlative of:  wealthy","le/la/les plus riche/s, fortuné/e/s",
10835,weddings,pl,"""weddings"" is the plural of:  wedding",mariages,
10839,weekends,pl,"""weekends"" is the plural of:  weekend",week-ends,
10841,weeks,pl,"""weeks"" is the plural of:  week",semaines,
10843,weights,pl,"""weights"" is the plural of:  weight",poids,
10846,welcomed,si,"""welcomed"" is the past tense of:  welcome",accueilli,
10858,went,si,"""went"" is the past tense of:  go",allé,
10860,went ahead,si,"""went ahead"" is the past tense of:  go ahead",,
10861,went down,si,"""went down"" is the past tense of:  go down",,
10862,went in,si,"""went in"" is the past tense of:  go in",,
10863,went on,si,"""went on"" is the past tense of:  go on",,
10864,went on sale,si,"""went on sale"" is the past tense of:  go on sale",,
10865,went out,si,"""went out"" is the past tense of:  go out",,
10866,went through,si,"""went through"" is the past tense of:  go through",,
10867,went up,si,"""went up"" is the past tense of:  go up",,
10877,westerners,pl,"""westerners"" is the plural of:  westerner","occidentaux, occidentales",
10880,wetter,co,"""wetter"" is the comparative of : wet","plus humide/s, mouillé/e/s",
10881,wettest,su,"""wettest"" is the superlative of:  wet","le/la/les plus humides, mouillé/e/s",
10884,wharves,pl,"""wharves"" is the plural of:  wharf",quais,
10895,wheels,pl,"""wheels"" is the plural of:  wheel",roues,
10918,whispered,si,"""whispered"" is the past tense of:  whisper",murmuré,
10921,whistled,si,"""whistled"" is the past tense of:  whistle",sifflé,
10922,whistles,pl,"""whistles"" is the plural of:  whistle","sifflets, sifflements",
10926,whitened,si,"""whitened"" is the past tense of:  whiten","blanchi, pâli",
10953,widened,si,"""widened"" is the past tense of:  widen",élargi,
10954,wider,co,"""wider"" is the comparative of :  wide","plus large/s, étendu/e/s",
10956,widest,su,"""widest"" is the superlative of:  wide","le/la/les plus large/s, étendu/e/s",
10961,wilder,co,"""wilder"" is the comparative of :  wild",plus sauvage/s,
10962,wildest,su,"""wildest"" is the superlative of:  wild","le/la/les plus sauvage/s, le/la/les plus fous/folles",
10975,windier,co,"""windier"" is the comparative of :  windy",,
10976,windiest,su,"""windiest"" is the superlative of:  windy",,
10980,windows,pl,"""windows"" is the plural of:  window",fenêtres,
10985,wines,pl,"""wines"" is the plural of:  wine",vins,
10992,wintered,si,"""wintered"" is the past tense of:  winter",avoir passé l'hiver,
10994,winters,pl,"""winters"" is the plural of:  winter",hivers,
10999,wiser,co,"""wiser"" is the comparative of :  wise",plus sage/s,
11000,wisest,su,"""wisest"" is the superlative of:  wise","le/la plus sage, les plus sages",
11005,wished,si,"""wished"" is the past tense of:  wish",souhaité,
11006,wishes,pl,"""wishes"" is the plural of:  wish","vœux, souhaits",
11013,with,expressions,"""It's fine with me.""",,
11017,withdrawals,pl,"""withdrawals"" is the plural of:  withdrawal",retraits,
11024,witnesses,pl,"""witnesses"" is the plural of:  witness",témoins,
11025,wives,pl,"""wives"" is the plural of:  wife",femmes,
11027,wizards,pl,"""wizards"" is the plural of:  wizard","sorciers, sorcières, enchanteurs, enchanteresses",
11028,woke up,si,"""woke up"" is the past tense of:  wake up",réveillé,
11031,women,pl,"""women"" is the plural of:  woman",femmes,
11032,won,si,"""won"" is the past tense of:  win","gagné, vaincu",
11056,wordier,co,"""wordier"" is the comparative of :  wordy","plus verbeux, verbeuse/s, redondant/s, redondante/s",
11057,wordiest,su,"""wordiest"" is the superlative of:  wordy","le/la/ les plus verbeux, verbeuse/s, redondant/s, redondante/s",
11058,words,pl,"""words"" is the plural of:  word",mots,
11060,wore,"verb, pp. to wear","""wore"" is the past tense of the verb ""to wear""","porté, mis (un vêtement),",
11061,wore,si,"""wore"" is the past tense of:  wear",,
11062,wore out,si,"""wore out"" is the past tense of:  wear out","usé, s'être usé",
11071,workdays,pl,"""workdays"" is the plural of:  workday",jours ouvrables,
11072,worked,si,"""worked"" is the past tense of:  work",travaillé,
11074,workers,pl,"""workers"" is the plural of:  worker","travailleurs, travailleurs, ouvriers, ouvrières",
11078,workweeks,pl,"""workweeks"" is the plural of:  workweek",semaines de travail,
11080,worlds,pl,"""worlds"" is the plural of:  world",mondes,
11083,worried,si,"""worried"" is the past tense of:  worry",,
11089,worse,co,"""worse"" is the comparative of :  bad",pire,
11095,worsened,si,"""worsened"" is the past tense of:  worsen",s'être aggravé,
11097,worshipped,si,"""worshipped"" is the past tense of:  worship",,
11098,worst,su,"""worst"" is the superlative of:  bad","le pire, la pire, les pires, le plus mauvais, la plus mauvaise, les plus mauvais, les plus mauvaises",
11113,wound,"verb, past tense",The grandfather clock never needs to be wound.,,
11115,wounded,si,"""wounded"" is the past tense of:  wound",blessé,
11116,wounds,pl,"""wounds"" is the plural of:  wound",blessures,
11118,wrap up,"verb, phrasal verb","Just wrap it up and give it to me, please",Enveloppez-le simplement et donnez-le moi,
11119,wrapped,si,"""wrapped"" is the past tense of:  wrap",,
11120,wrapped up,si,"""wrapped up"" is the past tense of:  wrap up",,
11123,wrecks,pl,"""wrecks"" is the plural of:  wreck",épaves,
11129,writers,pl,"""writers"" is the plural of:  ""writer",écrivains,
11134,wrote,si,"""wrote"" is the past tense of:  write",écrit,
11138,yachts,pl,"""yachts"" is the plural of:  yacht",yachts,
11142,yarn,pl,"""yarn"" is the plural of:  yarn",fils,
11145,years,pl,"""years"" is the plural of:  year","années, ans",
11148,yelled,si,"""yelled"" is the past tense of:  yell",,
11153,yellowed,si,"""yellowed"" is the past tense of:  yellow",,
11161,yielded,si,"""yielded"" is the past tense of:  yield",,
11163,yolks,pl,"""yolks"" is the plural of:  yolk",jaunes (d'œuf),
11171,younger,co,"""younger"" is the comparative of :  young",plus jeune/s,
11172,youngest,su,"""youngest"" is the superlative of:  young","le plus jeune, la plus jeune, les plus jeunes",
11187,zipped,si,"""zipped"" is the past tense of:  zip","fermé, remonté (la fermeture éclair)",
11188,zipped up,si,"""zipped up"" is the past tense of:  zip up",,
11191,zoos,pl,"""zoos"" is the plural of:  zoo",zoos,
